ART_TOT;ART_PRM;ART_FOOD_PRM;ART_FOOD;ART_LEADER;ART_FOLLOWER;ART_FLINE;ART_EXLAB;ART_PRIVLAB
33;0;0;28;10;10;0;0;8
80;3;1;24;3;17;0;5;4
78;16;15;68;26;28;7;2;6
19;2;2;11;3;3;0;0;5
12;4;4;11;2;8;0;0;1
5;0;0;5;2;2;0;0;1
64;6;6;58;14;20;10;0;11
18;2;1;8;2;6;0;0;0
294;63;56;243;55;155;4;6;26
22;6;4;20;3;12;0;0;2
107;33;28;86;27;43;0;3;13
129;22;15;98;31;50;4;0;12
141;47;45;131;40;72;7;1;13
61;22;19;53;10;30;5;2;3
4;1;0;0;0;0;0;0;0
82;22;19;75;14;46;3;0;11
35;5;2;9;1;1;4;2;3
29;6;6;28;6;16;1;0;3
16;3;3;15;3;11;0;0;1
39;6;5;32;10;19;0;1;3
57;15;14;50;14;30;0;1;5
5;1;1;1;0;1;0;0;0
14;11;11;12;0;11;0;0;1
125;36;32;94;36;52;2;0;4
26;4;4;17;4;5;2;1;6
6;1;1;6;1;2;1;0;2
125;75;73;110;34;66;2;0;8
83;17;13;57;22;21;6;4;9
55;9;9;47;11;22;5;0;7
16;2;0;2;0;2;0;1;0
220;41;26;129;45;78;3;7;3
226;58;44;141;54;86;1;2;2
162;27;24;127;47;68;4;1;7
35;6;3;14;2;9;0;4;2
37;4;4;35;6;22;2;0;4
118;27;22;97;15;59;5;1;15
31;3;2;20;7;11;0;1;2
11;2;2;7;2;5;0;0;0
86;18;11;47;12;29;1;2;4
66;15;4;35;13;19;0;2;3
4;0;0;0;0;0;0;0;0
16;0;0;11;2;5;0;0;4
292;76;70;255;78;131;9;11;28
2;0;0;0;0;0;0;0;0
203;44;39;164;51;91;3;6;20
16;7;6;13;5;5;1;0;2
2;0;0;0;0;0;0;1;0
150;25;24;95;44;49;0;3;3
59;8;2;32;9;17;0;5;2
40;7;3;17;7;6;0;6;3
117;39;28;96;33;45;7;0;10
4;0;0;1;0;0;0;0;1
14;1;1;10;2;4;1;2;3
8;5;0;0;0;0;0;3;0
9;8;8;9;0;9;0;0;0
73;14;10;48;11;26;2;1;6
57;4;4;36;6;20;4;6;4
75;2;0;29;14;13;0;8;2
133;25;14;50;15;27;0;1;7
22;4;3;10;5;4;0;1;1
853;227;209;696;212;381;14;26;69
3;1;0;0;0;0;0;0;0
7;1;0;0;0;1;0;0;0
156;63;59;140;51;63;6;1;21
1;0;0;0;0;0;0;1;0
17;1;1;15;2;12;1;0;1
9;2;2;9;3;3;1;0;2
38;12;11;27;5;21;0;1;1
6;3;1;2;1;1;0;0;1
78;22;22;75;21;43;1;0;8
710;194;185;657;211;282;44;8;91
117;28;21;91;30;53;2;4;4
6;2;2;6;0;5;0;0;1
59;8;2;27;9;14;1;1;3
26;11;6;12;2;8;1;2;0
15;1;1;15;10;5;0;0;0
30;5;2;16;2;13;0;1;1
53;5;2;21;3;16;0;2;1
356;77;67;307;127;159;1;3;18
168;50;37;121;26;78;3;9;13
43;7;4;28;8;17;0;2;3
8;3;0;0;0;0;0;2;0
38;7;7;37;8;24;2;0;2
30;6;0;4;0;3;0;2;1
116;19;12;66;12;42;5;10;3
140;28;26;128;53;70;0;3;5
43;7;7;43;10;25;0;1;7
31;10;6;19;10;8;0;1;1
61;11;10;48;15;29;0;1;2
292;87;66;202;49;120;11;6;19
35;0;0;5;3;1;0;9;1
137;36;34;102;22;54;13;7;10
13;3;3;13;2;9;0;0;1
6;0;0;1;0;1;0;0;0
51;0;0;29;6;18;1;5;3
74;31;18;39;3;29;4;6;2
259;93;37;87;12;63;3;32;8
11;0;0;7;1;6;0;0;0
219;50;50;179;49;107;2;6;20
58;7;3;17;5;10;0;6;2
54;12;7;31;12;14;2;5;2
9;1;0;5;1;3;0;1;1
81;9;7;53;22;27;0;2;3
62;13;6;32;11;13;1;9;4
105;25;23;91;41;48;2;1;2
25;3;1;7;0;4;2;0;1
81;39;33;50;7;32;6;1;6
1;0;0;0;0;0;0;0;0
4;1;1;4;1;2;0;0;1
178;33;24;108;59;39;2;12;8
196;49;45;165;62;75;6;5;17
18;6;2;12;2;4;3;0;3
4;2;0;0;0;0;0;1;0
4;1;0;3;1;2;0;0;0
4;0;0;4;2;2;0;0;0
10;7;0;0;0;0;0;4;0
137;21;16;62;21;34;0;9;7
59;6;6;45;14;30;0;1;2
1;0;0;0;0;0;0;0;0
6;0;0;0;0;0;0;2;0
30;5;0;1;0;0;0;8;1
11;1;1;4;0;2;0;0;2
49;8;6;22;8;10;0;0;3
295;55;48;254;87;130;7;8;25
11;2;2;7;0;5;1;1;1
216;50;41;168;40;96;9;9;13
83;25;14;59;10;40;0;1;6
60;12;10;32;4;23;4;8;1
4;0;0;0;0;0;1;1;0
94;15;13;59;9;30;10;10;5
326;24;22;250;85;119;13;7;27
10;2;0;1;0;0;0;2;1
102;27;0;6;1;4;1;8;0
8;2;2;8;5;2;0;1;0
68;15;11;36;11;16;2;9;5
6;0;0;0;0;0;0;1;0
18;9;5;7;5;1;1;2;0
7;0;0;1;1;0;0;2;0
11;0;0;1;0;0;0;0;1
20;5;2;8;3;3;0;1;1
173;22;16;124;33;71;5;12;16
30;5;3;13;2;10;0;2;1
14;3;2;7;1;4;1;2;1
4;2;0;0;0;0;0;0;0
6;0;0;0;0;0;0;0;0
8;0;0;1;0;0;0;0;1
135;33;28;93;27;56;5;4;5
47;9;3;10;3;5;0;6;2
38;6;3;14;4;10;0;6;0
137;53;34;60;21;29;2;5;8
9;1;0;0;0;0;0;0;0
15;10;7;8;1;5;1;0;1
3;2;2;2;0;2;0;0;0
40;9;1;17;12;1;1;3;3
7;5;4;5;1;4;0;0;0
18;8;0;6;0;5;0;1;1
154;31;22;91;19;51;8;12;10
34;10;9;22;4;16;0;0;1
1;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0
18;8;2;10;1;5;0;1;1
28;3;3;22;5;14;0;0;3
77;19;14;59;19;31;0;5;8
7;1;1;7;5;2;0;0;0
150;25;15;112;35;65;1;2;7
192;40;26;151;42;99;3;6;7
33;5;5;29;6;21;0;0;2
25;5;4;14;1;11;0;1;2
160;17;12;89;40;35;5;7;10
51;17;14;31;5;23;0;0;3
129;23;21;103;29;68;2;0;5
130;18;16;85;22;47;0;8;12
17;4;4;16;5;5;1;0;5
2;1;0;0;0;0;0;1;0
1;1;0;0;0;0;0;0;0
30;6;3;20;5;13;0;1;2
35;7;3;12;1;7;0;7;4
2;0;0;0;0;0;0;0;0
24;11;10;20;7;12;0;0;1
205;42;32;147;55;81;4;8;5
387;77;70;274;98;136;6;31;30
58;21;10;25;5;14;0;4;5
4;0;0;1;0;0;1;1;0
155;36;29;102;20;65;4;5;10
92;34;20;55;15;34;0;2;6
510;97;91;462;189;203;14;8;49
308;78;50;197;58;126;3;7;8
239;45;34;172;60;96;2;6;9
19;5;5;16;5;11;0;0;0
126;46;37;108;31;59;2;2;14
33;16;14;30;12;15;0;0;2
5;0;0;1;0;0;0;0;1
575;238;221;513;109;297;25;6;74
38;4;3;34;12;17;0;1;3
21;7;0;0;0;0;0;1;0
22;8;8;21;4;16;1;0;0
3;0;0;1;1;0;0;0;0
137;25;23;111;35;61;1;5;11
22;9;7;15;1;7;2;0;5
47;10;3;16;6;7;1;1;3
81;19;17;70;19;46;0;0;4
2;1;0;0;0;0;0;0;0
6;2;2;6;0;6;0;0;0
48;23;21;40;5;25;1;1;5
476;130;121;433;154;229;10;9;36
50;9;7;13;5;8;0;6;2
4;1;0;0;0;0;0;0;0
17;4;4;13;1;8;2;0;2
127;21;9;77;18;54;1;8;5
26;7;6;20;3;13;0;0;3
7;1;1;6;0;5;0;1;0
46;15;8;27;10;13;1;1;3
27;5;5;22;7;13;0;2;1
4;1;0;0;0;0;0;1;0
17;2;2;14;1;4;5;0;3
30;8;8;22;12;9;0;1;0
28;5;4;9;4;4;0;2;1
3;1;1;3;2;1;0;0;0
15;3;3;10;1;7;1;0;1
19;3;3;18;0;10;4;0;4
150;28;27;127;45;73;0;0;8
218;52;39;145;40;80;4;5;18
13;4;1;4;0;3;0;0;1
269;73;59;217;73;111;9;6;17
3;0;0;2;1;1;0;0;0
191;70;66;136;36;88;4;2;7
95;14;12;60;22;27;1;4;10
220;123;108;163;45;93;2;13;20
202;49;42;139;33;84;2;8;14
85;26;23;70;30;33;0;1;5
3;1;0;0;0;0;0;0;0
222;47;31;150;19;100;4;17;13
15;6;6;12;2;6;0;0;3
22;3;0;0;1;0;0;3;0
11;2;2;5;2;3;0;1;0
114;23;23;97;33;50;2;1;10
2;0;0;1;0;0;0;0;1
44;8;8;34;4;21;2;1;6
18;2;2;17;1;14;0;1;2
326;72;66;294;72;180;11;7;17
16;4;4;16;2;13;0;0;1
91;8;3;30;8;21;0;14;3
76;21;13;47;17;25;0;1;5
23;0;0;12;7;4;0;0;1
69;20;19;59;18;31;0;0;9
44;4;4;44;12;27;1;0;4
11;5;0;0;0;0;0;0;0
55;13;6;25;5;14;4;14;1
28;9;8;26;6;18;1;0;1
108;25;20;97;32;47;1;0;13
70;16;14;50;18;25;2;0;4
36;10;7;21;5;13;0;2;3
34;11;5;16;2;13;0;3;1
22;4;1;12;6;5;0;2;1
29;6;5;24;8;11;0;0;5
2;0;0;0;0;0;0;0;0
55;8;3;42;8;23;2;3;4
17;4;3;12;2;9;0;0;1
163;36;25;124;38;74;3;4;9
6;3;0;0;0;0;0;0;0
54;8;3;31;11;16;1;2;2
3;1;0;0;0;0;0;0;0
3;1;0;0;0;0;0;0;0
34;13;11;24;3;20;0;0;0
6;5;2;3;1;2;0;0;0
39;4;3;20;0;16;3;0;1
102;34;33;96;15;59;4;3;11
7;0;0;0;0;0;1;0;0
25;7;4;12;3;7;0;4;1
43;6;6;34;10;20;0;1;5
43;5;3;28;12;14;1;0;1
155;28;22;97;43;41;2;12;8
25;8;8;21;1;11;1;2;3
19;4;4;16;3;5;2;0;6
20;2;1;10;2;6;1;1;2
11;2;0;1;0;0;0;2;1
25;6;4;12;4;5;0;3;3
57;8;7;25;8;15;1;7;1
61;11;6;34;14;13;0;0;7
110;32;19;47;19;23;2;2;3
10;4;1;4;2;1;0;0;1
2;1;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0
31;2;2;31;8;21;0;0;1
201;38;34;169;52;98;7;1;8
29;11;8;20;2;15;1;1;1
2;0;0;0;0;0;0;0;0
129;31;31;123;47;65;3;0;8
29;2;2;29;6;18;1;0;4
153;44;38;137;46;71;2;1;17
72;14;14;66;16;40;0;0;6
24;3;3;21;6;12;2;0;0
22;6;6;20;3;2;3;0;11
43;1;0;18;6;9;2;3;1
2;0;0;0;0;0;0;0;0
84;11;10;79;29;40;1;1;8
309;47;36;219;53;121;9;11;28
3;0;0;0;0;0;0;0;0
71;20;18;67;12;40;5;0;8
68;17;11;48;21;24;0;1;3
28;5;5;16;4;10;0;1;2
10;1;0;5;1;3;0;0;1
6;0;0;3;1;1;0;0;1
156;36;27;121;26;72;2;9;12
86;21;17;64;16;35;4;3;8
276;45;36;195;56;95;8;10;33
30;9;5;24;7;7;4;0;6
33;9;6;26;9;13;0;0;2
256;57;53;215;35;136;10;7;28
92;27;22;82;16;45;12;1;8
5;2;0;0;0;0;0;1;0
29;4;0;0;0;0;0;8;0
436;93;92;414;160;205;9;1;38
277;65;64;238;72;129;1;3;30
486;103;98;438;131;226;23;6;49
45;16;9;23;4;16;1;1;2
38;24;22;35;3;30;0;2;2
390;48;45;316;97;170;8;8;32
89;26;24;61;13;41;0;0;7
63;14;9;39;10;25;1;5;4
2;0;0;0;0;0;0;0;0
4;1;1;4;1;1;0;1;1
53;21;17;49;7;30;2;5;5
51;18;10;32;5;22;2;2;3
5;0;0;1;0;1;0;0;0
186;34;33;172;54;91;10;3;12
55;15;12;44;8;25;1;1;10
31;6;6;30;15;13;0;1;1
71;6;3;33;12;16;1;8;4
44;13;3;21;4;16;0;0;1
101;28;28;97;21;65;1;3;6
77;14;10;43;11;30;1;3;2
40;2;0;2;1;1;0;5;0
8;2;0;3;0;3;0;1;0
10;5;0;2;1;0;0;1;1
240;70;54;162;45;96;4;15;14
33;12;10;28;3;21;0;0;3
64;15;13;45;12;24;5;1;7
204;63;47;145;44;65;5;11;25
8;0;0;5;0;4;0;1;0
2;0;0;0;0;0;0;0;0
89;15;13;52;11;35;2;4;3
87;9;5;54;25;25;2;2;4
85;27;11;49;21;17;2;4;9
8;2;1;6;1;5;0;0;0
2;0;0;0;0;0;0;0;0
7;0;0;0;0;0;0;0;0
24;13;13;24;2;21;1;0;0
45;12;8;27;16;10;0;0;0
17;2;1;12;3;6;1;0;2
47;0;0;39;10;18;4;1;6
107;26;17;43;13;27;1;11;2
21;1;1;4;3;1;0;1;1
256;54;50;213;45;137;3;5;19
7;0;0;6;0;5;0;0;1
4;0;0;0;0;1;0;0;0
36;8;7;34;9;23;0;0;2
65;11;8;52;14;22;1;4;14
125;28;16;80;26;43;2;8;8
15;0;0;15;4;7;1;0;1
17;5;5;10;4;4;0;0;2
28;0;0;1;0;0;0;1;1
156;29;29;149;38;88;3;3;17
2;0;0;0;0;0;0;0;0
38;7;7;36;5;20;6;0;5
109;30;13;53;16;28;1;2;8
39;6;4;27;9;15;1;2;2
2;0;0;0;0;0;0;0;0
403;71;58;321;91;165;15;6;44
22;3;0;1;0;1;0;3;1
5;0;0;2;0;2;0;2;0
3;0;0;0;0;0;0;0;0
28;5;4;20;9;8;1;0;2
64;23;11;35;10;21;2;6;1
70;13;12;54;19;31;0;2;3
10;2;2;4;0;3;0;0;0
20;7;4;13;4;8;0;1;1
58;7;4;41;10;27;0;1;4
149;36;34;131;46;71;1;4;10
538;146;137;472;143;261;11;9;44
96;20;13;75;14;45;5;2;7
35;8;8;33;11;17;3;0;2
13;3;1;6;2;3;0;1;1
70;16;9;19;1;14;1;8;2
41;5;2;9;0;6;0;0;2
194;42;40;179;59;100;7;0;15
50;15;12;27;5;14;1;3;7
61;11;4;13;2;10;0;9;1
253;46;36;149;35;87;8;10;16
38;6;3;23;9;13;0;4;1
18;2;2;8;2;5;0;1;1
451;138;119;391;104;239;12;5;23
2;0;0;0;0;0;0;0;0
90;12;12;88;27;43;4;0;13
28;13;12;26;8;14;0;1;4
347;90;86;333;134;157;6;1;35
59;10;4;28;3;19;1;3;3
7;0;0;1;0;1;0;0;0
345;73;66;291;74;179;8;1;27
59;9;8;29;7;23;0;2;1
26;7;7;24;5;13;1;0;0
27;2;1;14;7;6;0;4;1
91;29;16;34;6;25;1;4;2
23;3;0;0;0;0;0;2;0
19;4;4;17;2;11;1;0;2
33;7;6;20;5;15;1;0;0
252;87;69;194;57;106;12;15;20
78;7;2;4;1;2;0;13;2
189;58;23;86;26;52;3;8;6
72;5;3;26;8;16;0;12;1
113;13;9;63;25;36;0;8;1
10;2;1;9;5;3;0;0;1
12;1;1;11;0;10;0;0;1
38;9;0;8;0;3;2;2;2
69;16;15;55;15;31;1;1;7
228;47;41;191;58;104;1;7;20
55;18;17;37;21;16;0;0;1
81;24;12;14;0;13;0;4;1
24;6;5;18;6;11;0;1;1
186;51;41;127;24;67;13;10;17
14;1;1;9;4;1;3;0;1
9;0;0;1;0;0;0;2;1
101;6;5;92;33;51;2;1;6
33;8;8;23;1;19;1;0;3
343;124;107;297;85;184;4;2;20
49;12;6;19;7;13;0;5;1
677;189;149;502;144;260;37;21;48
334;79;53;215;63;125;11;10;13
7;0;0;0;0;0;0;0;0
13;3;0;6;1;3;0;0;1
9;0;0;2;0;1;0;0;1
288;31;25;251;169;64;1;5;13
35;1;1;31;9;15;3;0;3
44;5;5;42;11;22;2;0;7
19;4;2;8;3;4;0;1;1
195;67;66;163;17;114;6;4;18
1;0;0;0;0;0;0;0;0
458;128;111;332;75;205;9;17;36
45;6;4;25;10;12;2;4;1
167;32;29;141;52;75;2;0;8
204;35;33;161;64;85;4;3;7
11;1;0;1;0;1;0;0;0
120;7;6;63;27;28;4;2;6
13;4;1;6;0;4;0;1;1
117;14;9;105;36;46;0;3;20
225;51;46;199;53;122;3;0;16
20;9;9;13;2;11;0;1;0
26;3;3;24;6;15;0;0;3
25;3;3;25;6;12;0;0;5
337;104;94;294;91;181;3;0;16
8;6;0;0;0;0;0;1;0
20;8;8;20;5;14;0;0;1
378;70;46;232;77;132;6;22;14
105;19;18;90;31;55;0;1;5
49;10;6;21;3;17;0;2;0
254;62;59;221;58;134;9;1;20
20;3;1;4;0;2;0;1;2
2;1;0;0;0;0;0;0;0
7;3;3;7;0;7;0;0;0
1;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0
104;8;5;45;15;25;1;16;4
5;1;1;3;2;1;0;1;0
31;3;3;24;5;17;0;0;2
154;24;19;130;48;61;6;3;13
6;0;0;6;0;6;0;0;0
5;1;1;2;0;2;0;1;0
125;27;23;95;40;38;4;4;14
22;2;0;14;3;9;0;3;2
135;27;20;91;29;54;2;6;7
5;0;0;4;1;3;0;0;0
42;4;3;35;14;14;3;0;4
219;52;40;144;50;73;0;13;11
226;60;38;117;54;49;2;7;12
81;26;23;70;20;25;8;2;13
19;3;0;0;0;0;0;0;0
58;15;10;41;9;24;5;0;2
12;1;0;0;0;0;0;0;0
34;6;6;28;5;19;1;0;2
100;16;14;91;31;42;3;0;14
202;64;33;109;25;60;5;11;16
3;3;0;0;0;0;0;1;0
34;7;6;25;12;10;1;0;1
1;0;0;0;0;0;0;0;0
42;1;1;32;7;20;0;1;5
418;109;92;338;105;194;8;9;21
37;6;6;32;11;17;2;1;2
21;4;3;15;5;10;0;3;0
13;0;0;6;3;2;0;0;1
143;44;36;108;25;63;4;1;16
483;138;129;413;130;214;19;3;34
172;36;19;79;19;45;1;18;14
190;32;30;185;70;99;5;2;7
83;23;19;61;11;47;0;0;3
150;26;20;110;32;47;8;3;23
144;33;27;113;19;78;5;2;9
26;6;2;12;4;4;0;0;3
20;6;0;3;0;4;0;0;0
42;0;0;26;10;15;0;1;1
13;1;0;1;0;0;0;0;1
11;2;0;6;2;3;0;0;1
100;24;19;71;24;29;7;1;11
13;2;0;1;0;0;0;2;1
1;0;0;0;0;0;0;0;0
32;1;1;27;4;11;5;2;7
12;2;2;11;2;3;1;0;5
14;2;1;12;1;9;0;0;2
4;0;0;0;0;0;0;1;0
8;6;6;7;0;7;0;0;0
13;4;2;7;1;4;0;1;1
16;4;4;10;2;7;0;1;1
271;65;48;205;46;121;7;4;26
29;7;7;27;11;6;1;1;9
8;0;0;6;1;3;1;0;1
140;54;31;82;24;49;1;2;8
86;20;19;70;24;31;0;4;14
3;0;0;0;0;0;0;2;0
3;2;0;1;0;0;0;0;1
4;1;0;0;0;0;0;0;0
9;5;5;7;1;4;0;0;2
36;13;6;17;0;13;0;1;3
232;25;25;203;55;126;7;7;11
15;0;0;3;1;1;0;0;2
8;3;3;4;3;1;0;0;0
252;51;45;206;83;112;2;4;7
3;0;0;0;0;0;0;1;0
5;0;0;0;0;0;0;1;0
208;45;38;150;33;100;2;6;16
477;100;85;381;110;233;9;8;22
8;0;0;1;0;0;0;0;1
18;4;4;18;4;10;3;0;1
28;6;5;24;6;11;4;0;3
5;5;5;5;0;5;0;0;0
54;20;6;28;10;16;0;0;2
1;1;0;0;0;0;0;0;0
138;31;29;122;49;56;3;5;13
159;33;28;127;37;73;2;3;9
96;44;43;95;22;46;13;1;12
145;30;28;133;41;75;6;4;8
17;3;0;4;1;3;0;0;0
12;4;4;6;0;6;0;1;0
268;68;61;228;49;142;10;1;24
601;205;165;444;113;268;12;20;41
2;0;0;0;0;0;0;0;0
2;0;0;1;0;1;0;0;0
44;15;2;3;0;2;0;4;1
104;29;26;82;30;45;2;0;5
4;0;0;0;0;0;0;0;0
34;5;2;20;1;15;1;4;4
20;8;6;11;0;9;0;0;2
16;2;0;0;0;0;0;1;0
38;10;10;26;3;17;1;0;5
8;2;2;8;3;4;0;0;1
267;64;57;220;58;107;17;10;30
60;16;7;39;8;27;0;0;2
27;6;6;27;8;14;2;0;2
20;7;6;7;0;5;1;3;0
138;45;42;120;18;78;0;2;23
5;1;0;2;1;0;0;0;1
51;8;8;45;9;33;1;0;2
6;0;0;2;0;1;0;0;1
15;2;2;10;0;9;0;0;1
24;9;1;5;1;1;2;5;1
417;64;44;225;102;101;0;14;22
183;37;19;80;13;54;2;10;13
467;52;43;355;140;161;8;17;43
2;0;0;2;0;2;0;0;0
20;3;1;10;4;2;1;1;3
235;42;23;167;43;90;12;3;22
14;2;2;12;0;10;0;1;2
6;3;0;0;0;1;0;0;0
68;5;4;48;19;27;1;1;2
4;1;0;0;0;0;0;1;0
40;6;5;34;12;19;2;0;1
50;20;11;32;3;18;4;0;7
26;4;4;19;1;15;0;0;3
5;0;0;0;0;0;0;1;0
290;67;62;253;84;126;11;5;29
123;29;25;101;32;47;5;2;20
59;10;7;31;5;24;0;2;3
57;5;2;18;2;15;0;5;1
11;5;5;11;1;10;0;0;0
1;0;0;0;0;0;0;1;0
37;4;4;24;6;8;1;0;6
5;1;1;2;0;2;0;0;0
47;11;11;41;15;17;5;0;6
31;3;3;29;8;16;1;0;4
121;18;9;31;5;25;0;2;1
91;12;8;70;16;43;3;4;7
121;22;22;112;27;63;5;2;14
99;19;8;20;4;15;0;4;1
1;0;0;0;0;0;0;0;0
263;55;51;213;60;109;16;12;24
2;0;0;0;0;0;0;0;0
195;50;35;136;66;63;3;5;5
231;35;33;200;51;94;11;2;42
58;6;6;55;17;33;3;1;3
123;17;14;59;18;34;3;8;3
4;4;4;4;0;4;0;0;0
30;10;4;16;2;11;0;2;3
34;17;17;34;8;22;2;0;2
22;11;10;16;7;8;0;0;1
21;8;6;17;5;8;0;0;4
72;14;13;67;21;37;4;0;4
117;37;21;85;31;39;7;1;6
38;4;3;24;8;12;1;2;5
12;4;4;11;1;6;0;0;1
21;2;0;8;0;8;1;0;1
11;6;6;11;0;11;0;0;0
4;0;0;0;0;0;0;0;0
16;2;2;15;6;6;1;0;3
31;10;10;31;9;17;1;0;3
3;3;0;0;0;0;0;0;0
67;21;21;61;17;33;4;0;6
6;1;1;5;1;0;2;0;2
30;11;8;16;1;12;0;1;1
27;3;3;18;7;10;0;0;1
5;3;0;0;0;0;0;0;0
21;5;5;20;13;5;0;0;2
4;0;0;1;0;0;0;2;1
4;0;0;3;1;2;0;0;0
6;2;2;5;1;3;1;0;0
3;2;1;2;1;1;0;0;0
2;0;0;0;0;0;0;0;0
21;15;13;19;1;16;0;2;2
22;18;18;22;3;18;0;0;0
6;4;4;6;0;2;0;0;0
7;1;0;6;2;4;0;0;0
12;5;3;8;0;7;0;0;1
2;1;1;2;0;1;0;0;0
20;4;3;9;2;7;0;0;0
25;2;2;25;4;18;0;0;2
47;6;5;41;12;21;2;0;4
16;1;0;10;2;7;0;0;1
7;1;0;0;0;0;0;0;0
13;3;3;13;3;9;0;0;1
18;0;0;8;2;5;0;0;1
22;9;8;19;2;15;1;1;1
13;4;4;11;4;6;0;0;1
31;8;2;5;1;3;0;3;1
38;12;11;27;8;16;0;1;3
57;13;5;36;15;13;0;3;10
10;3;0;0;0;0;0;3;0
8;2;0;3;0;1;0;1;2
28;13;10;17;1;13;0;1;3
10;1;1;5;0;0;0;0;5
128;26;22;90;31;46;3;1;8
51;14;10;35;10;18;4;1;3
3;0;0;1;0;1;0;0;0
23;0;0;9;0;8;0;4;1
47;6;5;32;19;8;3;3;2
6;2;2;5;4;1;0;0;0
1;0;0;0;0;0;0;0;0
117;27;19;82;11;52;5;9;12
122;36;33;101;35;48;6;5;11
11;2;0;2;0;1;0;1;1
26;11;2;6;1;3;0;2;2
18;0;0;3;0;2;0;3;1
88;12;8;61;19;25;8;4;9
25;6;4;11;1;8;1;0;1
7;0;0;2;0;0;1;0;1
43;10;3;13;3;8;0;0;2
92;18;16;83;20;43;5;2;12
10;1;1;8;1;6;1;0;0
12;4;3;10;0;8;0;0;1
13;3;2;9;8;1;0;1;0
64;18;13;47;9;17;11;3;9
94;17;16;64;21;36;0;2;5
11;7;4;8;0;8;0;0;0
14;6;3;9;4;3;0;0;2
27;9;3;8;0;6;1;9;1
79;18;15;52;19;30;0;4;2
67;10;8;41;11;24;1;8;5
123;23;19;102;21;55;8;8;16
56;20;16;40;8;28;3;1;2
51;10;9;45;17;23;1;0;4
79;10;8;55;21;28;1;6;1
37;5;5;34;11;19;1;1;4
19;3;2;10;4;6;0;1;0
48;6;5;38;7;28;0;1;4
20;3;1;13;4;7;1;1;1
98;24;7;34;11;18;0;7;5
10;3;3;9;1;8;0;0;0
3;2;0;0;0;0;0;0;0
13;1;1;13;4;6;1;0;2
4;0;0;0;0;0;0;0;0
34;6;5;27;4;20;1;1;1
248;52;45;204;54;92;22;5;32
51;18;14;31;4;21;2;0;2
6;1;0;0;0;0;0;0;0
123;27;23;94;31;55;1;4;6
6;0;0;4;1;2;0;1;1
17;4;1;4;1;1;1;2;1
11;3;3;9;3;2;1;0;2
28;9;6;16;6;8;0;2;1
69;32;3;21;8;11;0;0;1
25;3;0;8;5;0;1;1;2
56;9;4;29;4;18;0;3;6
68;9;7;35;6;24;2;6;2
16;3;2;9;2;7;0;0;0
105;36;16;46;10;33;2;3;3
82;30;27;70;14;33;6;3;14
71;24;9;33;9;21;1;3;2
172;39;36;146;30;95;5;4;13
23;6;5;20;1;17;0;0;2
239;41;30;197;90;84;6;6;15
20;3;0;2;1;1;0;8;0
18;4;2;9;2;6;0;0;1
23;1;0;7;1;3;0;6;3
5;0;0;0;0;0;0;1;0
174;30;7;67;16;32;5;24;9
53;11;6;21;6;12;0;4;3
12;6;6;12;4;6;0;1;1
10;1;1;2;0;2;0;1;0
85;16;6;40;4;33;0;4;3
77;23;11;46;19;21;1;2;4
196;56;50;156;30;111;1;5;13
63;11;8;45;15;23;2;2;5
157;49;34;125;24;76;6;2;20
1;0;0;0;0;0;0;1;0
26;7;5;19;6;11;0;0;0
22;5;1;2;1;0;0;1;1
73;4;4;51;11;33;2;6;4
19;0;0;15;6;4;0;0;5
109;9;7;76;24;38;5;0;8
12;0;0;7;0;5;1;0;1
21;5;4;18;6;9;0;1;3
43;11;9;33;7;19;5;1;2
51;16;9;35;6;20;3;4;6
42;7;5;30;9;18;0;2;3
37;8;6;26;8;17;0;3;1
96;32;30;78;17;53;1;2;6
103;15;14;78;20;47;0;2;11
6;0;0;1;1;1;0;0;0
26;5;4;16;4;11;0;0;1
258;59;52;211;81;110;4;8;15
8;2;1;7;1;4;0;0;2
161;39;21;90;28;54;3;16;3
85;35;31;72;25;34;2;0;10
46;15;14;42;5;26;3;0;7
1;0;0;0;0;0;0;0;0
6;0;0;6;0;3;1;0;2
70;14;11;57;16;31;0;3;8
3;2;0;1;0;0;0;0;1
68;10;8;40;9;14;12;3;5
5;2;2;4;1;3;0;0;0
7;0;0;3;1;1;0;2;1
188;38;31;142;46;72;9;4;14
206;34;29;140;50;71;3;7;12
108;27;21;60;20;37;2;6;2
132;33;22;76;11;46;2;5;17
9;1;1;8;0;4;0;0;2
30;5;0;5;2;2;0;4;1
67;15;13;42;6;27;1;9;4
99;18;17;85;18;53;3;2;9
7;0;0;7;1;4;0;0;2
64;12;11;58;20;32;1;1;5
2;1;0;0;0;0;0;0;0
66;15;14;53;6;39;1;0;7
11;3;1;8;6;1;1;0;0
19;3;3;17;3;9;2;1;3
13;5;1;5;1;2;0;1;2
57;15;8;42;16;17;2;0;7
125;29;18;98;37;47;2;5;12
81;6;5;65;24;28;4;4;7
124;27;21;87;20;55;4;4;5
35;3;3;29;10;17;0;0;2
52;8;6;39;22;14;1;1;2
12;1;1;12;5;4;1;0;2
18;6;0;11;6;3;1;0;1
240;41;38;225;61;98;20;3;38
33;13;0;3;2;1;0;5;0
12;6;6;8;3;5;0;0;0
